LJ2408|سوچوں کی ہی بھٹی نہیں تھا|سوچوں کی ہی بھٹی نہیں تھا
LJ2409|تسکنی تسکانی|تسکنی تسکانی
LJ2410|ٹسکنی صرف نوجوان البرٹ آئنسٹائن کی کچھ سوچوں کی ہی بھٹی نہیں تھا|ٹسکنی صرف نوجوان البرٹ آئنسٹائن کی کچھ سوچوں کی ہی بھٹی نہیں تھا
LJ2411|بلکہ یہ چار سو سال قبل کے ایک عظیم جوہر قابل یعنی لیوناڈو ڈاوینچی کا گھر|بلکہ یہ چار سو سال قبل کے ایک عظیم جوہر قابل یعنی لیوناڈو ڈاوینچی کا گھر
LJ2412|Еピ roku|еピ roku
LJ2413|وہ ٹسکن پہاڑیوں پہ چڑھ کر انتہائی بلندی سے زمین کا نظارہ کرنے سے بہت خوش ہوا کرتا تھا|وہ ٹسکن پہاڑیوں پہ چڑھ کر انتہائی بلندی سے زمین کا نظارہ کرنے سے بہت خوش ہوا کرتا تھا
LJ2414|کہ جیسے وہ ایک پرندے کی مانے ٹیر رہا ہو|کہ جیسے وہ ایک پرندے کی مانے ٹیر رہا ہو
LJ2415|اس نے زمینی مناظر قصبوں اور ہیرے|اس نے زمینی مناظر قصبوں اور ہیرے
LJ2416|احسار بندیوں کے اولین|احسار بندیوں کے اولین
LJ2417|فضائی منظر بنائے|فضائی منظر بنائے
LJ2418|مصوری اور سنگ تراشی|مصوری اور سنگ تراشی
LJ2419|علم التشریح الاغزاء|علم التشریح الاغزاء
LJ2420|یعنی anatomy|یعنی anatomy
LJ2421|علم حیات|علم حیات
LJ2422|تاریخ فطرت، اسکری و شہری انجنئرنگ میں|تاریخ فطرت، اسکری و شہری انجنئرنگ میں
LJ2423|اپنی بہت سی دلچسپیوں میں لیونارڈو کے اندر|اپنی بہت سی دلچسپیوں میں لیونارڈو کے اندر
LJ2424|کوئی اڑ سکنے والی مشین ایجاد اور تیار کرنے کا زبردست جوش و جذبہ بھی تھا|کوئی اڑ سکنے والی مشین ایجاد اور تیار کرنے کا زبردست جوش و جذبہ بھی تھا
LJ2425|اس نے تصاویر بنائیں|اس نے تصاویر بنائیں
LJ2426|مادل تعمیر کیے|مادل تعمیر کیے
LJ2427|مکمل|مکمل
LJ2428|سائز کے نقش اول بنائے|سائز کے نقش اول بنائے
LJ2429|اور ان میں سے|اور ان میں سے
LJ2430|کوئی بھی کار کردگی نہ دکھا|کوئی بھی کار کردگی نہ دکھا
LJ2431|اس وقت کوئی کافی طاقتوار اور ہلکے وزن کا انجن موجود نہیں تھا|اس وقت کوئی کافی طاقتوار اور ہلکے وزن کا انجن موجود نہیں تھا
LJ2432|تاہم تراکیب شاندار تھیں|تاہم تراکیب شاندار تھیں
LJ2433|اور انہوں نے بعد کے وقتوں میں انجینیروں کی حوصلہ افضائی کی|اور انہوں نے بعد کے وقتوں میں انجینیروں کی حوصلہ افضائی کی
LJ2434|لیونارڈو اپنی ان ناکامیوں سے مایوس تھا|لیونارڈو اپنی ان ناکامیوں سے مایوس تھا
LJ2435|لیکن اس میں شاید ہی اس کی کوئی غلطی تھی|لیکن اس میں شاید ہی اس کی کوئی غلطی تھی
LJ2436|وہ پندرمی سادی میں پھنس گیا تھا|وہ پندرمی سادی میں پھنس گیا تھا
LJ2437|1949 میں ایسا ہی معاملہ اس وقت پیش آیا تھا|1949 میں ایسا ہی معاملہ اس وقت پیش آیا تھا
LJ2438|جب خود کو برطانوی بین و سیاراتی انجمن کہنے والے انجینئروں کے ایک گروپ نے|جب خود کو برطانوی بین و سیاراتی انجمن کہنے والے انجینئروں کے ایک گروپ نے
LJ2439|لوگوں کو چاند تک لے جانے کے لیے 1949 کی ٹیکنالوجی استعمال کر کے|لوگوں کو چاند تک لے جانے کے لیے 1949 کی ٹیکنالوجی استعمال کر کے
LJ2440|ایک جہاز بنایا ہے|ایک جہاز بنایا ہے
LJ2441|تیس سال بعد اس مشن کو پورا کرنے والے اپالو خلائی جہاز کے ساتھ|تیس سال بعد اس مشن کو پورا کرنے والے اپالو خلائی جہاز کے ساتھ
LJ2442|اس جہاز میں کوئی قدر مشترک نہ تھی|اس جہاز میں کوئی قدر مشترک نہ تھی
LJ2443|لیکن اس نے یہ خیال پیدا کیا کہ چاند پر جانے کا مشن کسی روز عملی کیا ہے۔|لیکن اس نے یہ خیال پیدا کیا کہ چاند پر جانے کا مشن کسی روز عملی کیا ہے۔
LJ2444|انجینئرنگ میں ممکن ہو سکتا ہے|انجینئرنگ میں ممکن ہو سکتا ہے
LJ2445|آج ہمارے پاس لوگوں کو ستاروں تک لے جانے کے لیے|آج ہمارے پاس لوگوں کو ستاروں تک لے جانے کے لیے
LJ2446|جہازوں کے ابتدائی نمونیں موجود ہیں|جہازوں کے ابتدائی نمونیں موجود ہیں
LJ2447|ان میں سے کسی بھی خلائی جہاز کے بارے میں یہ تصور موجود نہیں کہ وہ زمین|ان میں سے کسی بھی خلائی جہاز کے بارے میں یہ تصور موجود نہیں کہ وہ زمین
LJ2448|امین سے براہ راست روانہ ہوگا|امین سے براہ راست روانہ ہوگا
LJ2449|اس کی بجائے انہیں زمین کے مدار میں تعمیر کر کے طویل بین و سیاراتی مسافتوں پر بھیجا گیا ہے|اس کی بجائے انہیں زمین کے مدار میں تعمیر کر کے طویل بین و سیاراتی مسافتوں پر بھیجا گیا ہے
LJ2450|ان میں سے ایک جہاز کو اورائن کوکبی جھرمٹ کی نسبت سے جوزہ مندرہ|ان میں سے ایک جہاز کو اورائن کوکبی جھرمٹ کی نسبت سے جوزہ مندرہ
LJ2451|سوبہ یا پروجیکٹ اورائن کہتے ہیں|سوبہ یا پروجیکٹ اورائن کہتے ہیں
LJ2452|یہ نام اس بات کی یاد دہانی کراتا ہے کہ اس کی اصلی منزل ستارت ہے|یہ نام اس بات کی یاد دہانی کراتا ہے کہ اس کی اصلی منزل ستارت ہے
LJ2453|اورائن کو ایک استمراری پلیٹ یا انرشل پلیٹ کے خلاف ہائیڈروجن بموں|اورائن کو ایک استمراری پلیٹ یا انرشل پلیٹ کے خلاف ہائیڈروجن بموں
LJ2454|یعنی جوہری ہتھیاروں کے دھماکوں کو استعمال میں لانے کے انداز سے بنایا گیا تھا|یعنی جوہری ہتھیاروں کے دھماکوں کو استعمال میں لانے کے انداز سے بنایا گیا تھا
LJ2455|ہر دھما کا|ہر دھما کا
LJ2456|ایک قسم کی پھٹ پھٹ مہیا کرتا ہے|ایک قسم کی پھٹ پھٹ مہیا کرتا ہے
LJ2457|جیسے خلا میں کوئی بہت بڑی جوہری موٹر بوٹ جا رہی ہو|جیسے خلا میں کوئی بہت بڑی جوہری موٹر بوٹ جا رہی ہو
LJ2458|انجینی رکھا|انجینی رکھا
LJ2459|کے نکتہ نظر سے اورائن مکمل طور پر قابل عمل لگتا ہے|کے نکتہ نظر سے اورائن مکمل طور پر قابل عمل لگتا ہے
LJ2460|اپنی ساخت کے باعث|اپنی ساخت کے باعث
LJ2461|اس سے تابکاری مادوں کی بہت بڑی مقدار پیدا ہوتی ہے|اس سے تابکاری مادوں کی بہت بڑی مقدار پیدا ہوتی ہے
LJ2462|لیکن اس مجھن کا پروریم|لیکن اس مجھن کا پروریم
LJ2463|صرف بین سیاراتی یا بین النجوم خلاف|صرف بین سیاراتی یا بین النجوم خلاف
LJ2464|کے لیے ہے|کے لیے ہے
LJ2465|خلا میں جوہری ہتھیار بھیجنے پر پابندی آئیت کرنے کے لئے|خلا میں جوہری ہتھیار بھیجنے پر پابندی آئیت کرنے کے لئے
LJ2466|بین الاقمامی معاہدے پر دستخط کرنے تک|بین الاقمامی معاہدے پر دستخط کرنے تک
LJ2467|یونائٹڈ سٹیٹس میں قرائن منصوبے پر سنجیدگی سے غور و خوص ہو رہا تھا|یونائٹڈ سٹیٹس میں قرائن منصوبے پر سنجیدگی سے غور و خوص ہو رہا تھا
LJ2468|مجھے اس بات پر باہتا ہے۔|مجھے اس بات پر باہتا ہے۔
LJ2469|بہت رنج ہے|بہت رنج ہے
LJ2470|جہاں تک میری سوچ کا تعلق ہے تو اورائن خلائی جہاز|جہاں تک میری سوچ کا تعلق ہے تو اورائن خلائی جہاز
LJ2471|جوہری ہتھیاروں کا بہترین استعمال ہے|جوہری ہتھیاروں کا بہترین استعمال ہے
LJ2472|دادالس|دادالس
LJ2473|برطانوی بین و سیاراتی انجمن کا بنایا ہوا حالیہ ڈیزائن ہے|برطانوی بین و سیاراتی انجمن کا بنایا ہوا حالیہ ڈیزائن ہے
LJ2474|اس میں جوہری گداخت یعنی فیوجن|اس میں جوہری گداخت یعنی فیوجن
LJ2475|کا تصور موجود ہے|کا تصور موجود ہے
LJ2476|یہ موجودہ انشقاقی یا فشن پاور پلانٹس کی نسبت|یہ موجودہ انشقاقی یا فشن پاور پلانٹس کی نسبت
LJ2477|زیادہ محفوظ ہونے کے ساتھ ساتھ|زیادہ محفوظ ہونے کے ساتھ ساتھ
LJ2478|زیادہ اہلیت بھی رکھتا ہے|زیادہ اہلیت بھی رکھتا ہے
LJ2479|ابھی تک ہمارے پاس فیوجن ریاکٹر نہیں|ابھی تک ہمارے پاس فیوجن ریاکٹر نہیں
LJ2480|لیکن آئندہ چند اشروع میں ان کی کافی توقع ہے|لیکن آئندہ چند اشروع میں ان کی کافی توقع ہے
LJ2481|ابھی بھی نہیں ہے سیگن صاحب|ابھی بھی نہیں ہے سیگن صاحب
LJ2482|سن بیس سو اکیس آگیا ہے|سن بیس سو اکیس آگیا ہے
LJ2483|اورائن اور ڈیڈلس شاید روشنی کے رفتار سے|اورائن اور ڈیڈلس شاید روشنی کے رفتار سے
LJ2484|سے|سے
LJ2485|دس فیصد پر سفر کر سکیں گے|دس فیصد پر سفر کر سکیں گے
LJ2486|چار اشاریہ تین نوری سال دور الفہ سینٹوری تک جانے میں انسانی دور حیات سے کم عرصہ|چار اشاریہ تین نوری سال دور الفہ سینٹوری تک جانے میں انسانی دور حیات سے کم عرصہ
LJ2487|یعنی ترتالی سال لگیں گے|یعنی ترتالی سال لگیں گے
LJ2488|ایسے خلائی جہاز|ایسے خلائی جہاز
LJ2489|روشنی کے رفتار سے اتنا قریب|روشنی کے رفتار سے اتنا قریب
LJ2490|قریب سفر نہیں کر سکتے تھے کہ خصوصی اضافیانہ کشادگی زمان اہم ہو جائے|قریب سفر نہیں کر سکتے تھے کہ خصوصی اضافیانہ کشادگی زمان اہم ہو جائے
LJ2491|اپنی ٹیکنالوجی کی ترقی پر پر امید غور و خوص کے ساتھ بھی یہ امکان نظر نہیں آتا کہ اورائن، ڈیڈلس،|اپنی ٹیکنالوجی کی ترقی پر پر امید غور و خوص کے ساتھ بھی یہ امکان نظر نہیں آتا کہ اورائن، ڈیڈلس،
LJ2492|یا انجازہ کوئی اور جہاں|یا انجازہ کوئی اور جہاں
LJ2493|اکیسویں صدی کے وصف سے پہلے بنا لیا جائے گا|اکیسویں صدی کے وصف سے پہلے بنا لیا جائے گا
LJ2494|تاہم اگر ہم چاہیں تو اورائین کو ابھی اسی وقت بنا سکتے ہیں|تاہم اگر ہم چاہیں تو اورائین کو ابھی اسی وقت بنا سکتے ہیں
LJ2495|قریب ترین ستاروں سے پرے کے سفروں کے لیے|قریب ترین ستاروں سے پرے کے سفروں کے لیے
LJ2496|کچھ اور کیا جانا چاہیے|کچھ اور کیا جانا چاہیے
LJ2497|شاید|شاید
LJ2498|اورائن اور ڈیڈلس کو کثیر نسلی جہازوں کے طور پر استعمال کیا جا سکے گا|اورائن اور ڈیڈلس کو کثیر نسلی جہازوں کے طور پر استعمال کیا جا سکے گا
LJ2499|اس طرح کسی اور ستارے کے ایک سیارے پر پہنچنے والے افراد|اس طرح کسی اور ستارے کے ایک سیارے پر پہنچنے والے افراد
LJ2500|ان کی دور دراز اولادیں ہوں گی جو کچھ صدیوں پہلے روانہ ہوئے تھے|ان کی دور دراز اولادیں ہوں گی جو کچھ صدیوں پہلے روانہ ہوئے تھے
LJ2501|یا شاید انسانوں کو لمبے عرصے تک سلانے کے لیے کوئی محفوظ ذریعہ ڈھونڈ لیا جائے گا|یا شاید انسانوں کو لمبے عرصے تک سلانے کے لیے کوئی محفوظ ذریعہ ڈھونڈ لیا جائے گا
LJ2502|تاکہ خلائی مسافروں کو منجمد کیا اور پھر صدیوں بعد|تاکہ خلائی مسافروں کو منجمد کیا اور پھر صدیوں بعد
LJ2503|دوبارہ جگائے جا سکتے|دوبارہ جگائے جا سکتے
LJ2504|یہ غیر اضافیانہ کوکبی جہار|یہ غیر اضافیانہ کوکبی جہار
LJ2505|بہت زیادہ مہنگے ہوں گے اور ان کی تیاری ترکیب اور استعمال|بہت زیادہ مہنگے ہوں گے اور ان کی تیاری ترکیب اور استعمال
LJ2506|تقریباً روشنی کی رفتار سے سفر کرنے والے کوکبی جہازوں کے مقابلے میں|تقریباً روشنی کی رفتار سے سفر کرنے والے کوکبی جہازوں کے مقابلے میں
LJ2507|آسان ہوگی|آسان ہوگی
LJ2508|دوسرے نظامِ کواقب بری نوے انسان کی پہنچ میں ہیں|دوسرے نظامِ کواقب بری نوے انسان کی پہنچ میں ہیں
LJ2509|لیکن سرف|لیکن سرف
LJ2510|زوردست جد و جہد کے بعد ہی ایسا ممکن ہے|زوردست جد و جہد کے بعد ہی ایسا ممکن ہے
LJ2511|روشنی کی رفتار سے قریب اس راہ یعنی ویلاسٹی والے جہازوں کے ساتھ انتہائی|روشنی کی رفتار سے قریب اس راہ یعنی ویلاسٹی والے جہازوں کے ساتھ انتہائی
LJ2512|تیز بین سیاراتی خلائی پرواز ایک سو سیاراتی|تیز بین سیاراتی خلائی پرواز ایک سو سیاراتی
LJ2513|سال نہیں بلکہ ہزار یا دس ہزار سال کا حدف ہے|سال نہیں بلکہ ہزار یا دس ہزار سال کا حدف ہے
LJ2514|لیکن اصولی طور پر یہ ممکن ہے|لیکن اصولی طور پر یہ ممکن ہے
LJ2515|اور و بوسار نے|اور و بوسار نے
LJ2516|ایک قسم کے بین و سیاراتی دو شاخی جیٹ انجن|ایک قسم کے بین و سیاراتی دو شاخی جیٹ انجن
LJ2517|یعنی ریم جیٹ کی تجویز پیش کی ہے|یعنی ریم جیٹ کی تجویز پیش کی ہے
LJ2518|جو ستاروں کے درمیان بکھرا ہوا مادہ|جو ستاروں کے درمیان بکھرا ہوا مادہ
LJ2519|زیادہ تر ہائیڈوجن ایٹمز اکٹھے کر کے|زیادہ تر ہائیڈوجن ایٹمز اکٹھے کر کے
LJ2520|اسے ایک فیوجن انجن میں مصرع|اسے ایک فیوجن انجن میں مصرع
LJ2521|یعنی ایکسیلیریٹ کرنے کے بعد|یعنی ایکسیلیریٹ کرنے کے بعد
LJ2522|واپس خارج کر دیتا ہے|واپس خارج کر دیتا ہے
LJ2523|اوپر چار دفعہ اس را کوئی ولاسٹی لکھتا ہے|اوپر چار دفعہ اس را کوئی ولاسٹی لکھتا ہے
LJ2524|لکھا ہوا ہے اور اب ایکسیلریٹ لکھا ہوا ہے|لکھا ہوا ہے اور اب ایکسیلریٹ لکھا ہوا ہے
LJ2525|آگے چلتے ہیں|آگے چلتے ہیں
LJ2526|ہائیڈروجن ایندھن اور تعاملی مادے دونوں کے طور پر استعمال ہوتی ہے|ہائیڈروجن ایندھن اور تعاملی مادے دونوں کے طور پر استعمال ہوتی ہے
LJ2527|لیکن گہری خلا میں|لیکن گہری خلا میں
LJ2528|فی دس مقاب سنتی میٹر|فی دس مقاب سنتی میٹر
LJ2529|یا انگور کے دانیں جتنی|یا انگور کے دانیں جتنی
LJ2530|جگہ میں ہائیڈروجن کا تقریباً ایک ایٹم ہے|جگہ میں ہائیڈروجن کا تقریباً ایک ایٹم ہے
LJ2531|دو شاخ انجن کو چلانے کے لیے اس کے آگے سینکڑوں کلومیٹر لمبی ڈوئی سی لگانی پڑے گی|دو شاخ انجن کو چلانے کے لیے اس کے آگے سینکڑوں کلومیٹر لمبی ڈوئی سی لگانی پڑے گی
LJ2532|جب جہاز اضافیانہ اس راہ تک پہنچے گا|جب جہاز اضافیانہ اس راہ تک پہنچے گا
LJ2533|تو خلائی جہاز کے مطابق|تو خلائی جہاز کے مطابق
LJ2534|مصروب Vieocket|مصروب vieocket
LJ2535|تقریباً روشنی کی رفتار سے حرکت کر رہے ہوں گے|تقریباً روشنی کی رفتار سے حرکت کر رہے ہوں گے
LJ2536|اگر مناسب احتیاطی تدابیر اختیار نہ کی گئیں تو خلائی جہاز اور اس کے مسافر ان برکنگیز کائناتی شواؤں یعنی کازمک ریش|اگر مناسب احتیاطی تدابیر اختیار نہ کی گئیں تو خلائی جہاز اور اس کے مسافر ان برکنگیز کائناتی شواؤں یعنی کازمک ریش
LJ2537|اس سے بھن کر رہ جائیں گے|اس سے بھن کر رہ جائیں گے
LJ2538|ایک مجفزہ حل|ایک مجفزہ حل
LJ2539|الیکٹرانز کو بین النجوم ایٹموں سے الہدہ کرنے اور انہیں برقیاتی باردار الیکٹرکلی چارج بنانے کے لیے|الیکٹرانز کو بین النجوم ایٹموں سے الہدہ کرنے اور انہیں برقیاتی باردار الیکٹرکلی چارج بنانے کے لیے
LJ2540|جبکہ وہ کچھ دور ہی ہوں لیزر|جبکہ وہ کچھ دور ہی ہوں لیزر
LJ2541|اور باردار ایسا ہے|اور باردار ایسا ہے
LJ2542|میٹمو کو ڈوئی کے اندر اور باقی کے خلائی جہاز سے پرے پھینکنے کے لیے|میٹمو کو ڈوئی کے اندر اور باقی کے خلائی جہاز سے پرے پھینکنے کے لیے
LJ2543|ایک زبردست تک|ایک زبردست تک
LJ2544|طاقتور مکناطیسی میدان کا استعمال کرنا ہے|طاقتور مکناطیسی میدان کا استعمال کرنا ہے
LJ2545|کراہ عرص پر|کراہ عرص پر
LJ2546|اس قسم کی انجینئرنگ کی ابھی تک کوئی مثال موجود نہیں|اس قسم کی انجینئرنگ کی ابھی تک کوئی مثال موجود نہیں
LJ2547|ہم چھوٹے موٹے سیاروں کے سائز کے انجنز کی بات کر رہے ہیں|ہم چھوٹے موٹے سیاروں کے سائز کے انجنز کی بات کر رہے ہیں
LJ2548|لکھن اے|لکھن اے
LJ2549|اس قسم کے کسی جہاز سے متعلق لحظہ بھر کے لیے سوچیں|اس قسم کے کسی جہاز سے متعلق لحظہ بھر کے لیے سوچیں
LJ2550|کشش سقل ہمیں ایک مخصوص قوت کے ساتھ کھینجتی ہے|کشش سقل ہمیں ایک مخصوص قوت کے ساتھ کھینجتی ہے
LJ2551|اگر ہم|اگر ہم
LJ2552|گر رہے ہوں تو اس کشش کی قوت کو رفتار خیال کرتے ہیں|گر رہے ہوں تو اس کشش کی قوت کو رفتار خیال کرتے ہیں
LJ2553|اگر ہم کسی درخ سے گریں اور ہمارے متعدد ماقبل تاریخ کے انسانی آباو اجداد نے یہ کیا ہوگا|اگر ہم کسی درخ سے گریں اور ہمارے متعدد ماقبل تاریخ کے انسانی آباو اجداد نے یہ کیا ہوگا
LJ2554|تو ہم 10 میٹر یا 32 فٹ فی سیکنڈ کی بڑھتی ہوئی رفتار سے|تو ہم 10 میٹر یا 32 فٹ فی سیکنڈ کی بڑھتی ہوئی رفتار سے
LJ2555|ہر سیکنڈ میں تیز تر ہوتے ہوئے سیدھے نیچے آتے ہیں|ہر سیکنڈ میں تیز تر ہوتے ہوئے سیدھے نیچے آتے ہیں
LJ2556|کشش سقل کی قوت کے لیے مخصوص یہ اس راہ|کشش سقل کی قوت کے لیے مخصوص یہ اس راہ
LJ2557|ہمیں زمین کی سطح پر رکھتا ہے|ہمیں زمین کی سطح پر رکھتا ہے
LJ2558|اسے ون جی کہتے ہیں|اسے ون جی کہتے ہیں
LJ2559|زمین کی گراوٹی|زمین کی گراوٹی
LJ2560|یعنی کشم|یعنی کشم
LJ2561|شش السقل کی علامت ہے|شش السقل کی علامت ہے
LJ2562|ون جی اسرا کے ساتھ ہم بہت مطمئن ہیں|ون جی اسرا کے ساتھ ہم بہت مطمئن ہیں
LJ2563|ون جی کے ساتھ ہم بڑے ہوئے|ون جی کے ساتھ ہم بڑے ہوئے
LJ2564|اگر ہم کسی بین النجوم خلائی جہاز میں رہ رہے ہوتے جس کا عصرہ ایک جی تک ہو سکتا ہے|اگر ہم کسی بین النجوم خلائی جہاز میں رہ رہے ہوتے جس کا عصرہ ایک جی تک ہو سکتا ہے
LJ2565|موسیقی|موسیقی
LJ2566|تو ہم خود کو بالکل قدرتی ماحول میں پاتے ہیں|تو ہم خود کو بالکل قدرتی ماحول میں پاتے ہیں
LJ2567|در حقیقت کا شہ سقل کی قوت ہوں اور ہمیں ایک مسرع|در حقیقت کا شہ سقل کی قوت ہوں اور ہمیں ایک مسرع
LJ2568|خلائی جہاز میں محسوس ہونے والے قوتوں کے درمیان مساوات|خلائی جہاز میں محسوس ہونے والے قوتوں کے درمیان مساوات
LJ2569|آئنسٹائن سے بعد کے عمومی نظریہ اضافیت|آئنسٹائن سے بعد کے عمومی نظریہ اضافیت
LJ2570|یا جنرل تیوری آف ریلیٹیوٹی کی بنیادی خصوصیت ہے|یا جنرل تیوری آف ریلیٹیوٹی کی بنیادی خصوصیت ہے
LJ2571|مسلسل ایک جی اسرا کے ساتھ|مسلسل ایک جی اسرا کے ساتھ
LJ2572|ہم ایک سال بعد روشنی کی رفتار سے بہت قریب سفر کر رہے ہوں گے|ہم ایک سال بعد روشنی کی رفتار سے بہت قریب سفر کر رہے ہوں گے
LJ2573|اس کا ریاضیات کلیا یہ ہے|اس کا ریاضیات کلیا یہ ہے
LJ2574|0.01 km2 س² ملتیپلی بی 3|0.01 km2 س² ملتیپلی بی 3
LJ2575|ہی�ی|ہی�ی
LJ2576|7s 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0|7s 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LJ2577|3 x 10 ڈالے 5 ڈالے 5 ڈالے 2|3 x 10 ڈالے 5 ڈالے 5 ڈالے 2
LJ2578|origin ہم مجبنوں جزور رFemaleئی علی طرب|origin ہم مجبنوں جزور رfemaleئی علی طرب
LJ2579|فارس کریں|فارس کریں
LJ2580|کہ ایسا کوئی خلائی جہاز|کہ ایسا کوئی خلائی جہاز
LJ2581|ایک جی عصرہ یعنی واپس اس کو عصرہ کو ولاستی کا ترجمہ کر رہے ہیں حضرت ساتھ|ایک جی عصرہ یعنی واپس اس کو عصرہ کو ولاستی کا ترجمہ کر رہے ہیں حضرت ساتھ
LJ2582|فرض کریں کہ ایسا کوئی خلائی جہاد|فرض کریں کہ ایسا کوئی خلائی جہاد
LJ2583|ایک جی اسرا یعنی ویلاسٹی کے ساتھ|ایک جی اسرا یعنی ویلاسٹی کے ساتھ
LJ2584|ابے ویلاسٹی نہیں ایکسیلیریشن کے ساتھ سفر کے واس تک|ابے ویلاسٹی نہیں ایکسیلیریشن کے ساتھ سفر کے واس تک
LJ2585|روشنی کی رفتار سے قریب تر ہو رہا ہے|روشنی کی رفتار سے قریب تر ہو رہا ہے
LJ2586|اور تب واپس مڑتا ہے اور اپنی منزل تک پہنچتے ہوئے|اور تب واپس مڑتا ہے اور اپنی منزل تک پہنچتے ہوئے
LJ2587|ایک جی پر تقریب|ایک جی پر تقریب
LJ2588|فی فیس راہ کرتا ہے|فی فیس راہ کرتا ہے
LJ2589|زیادہ تر سفر میں شرائع رفتار روشنی کی رفتار سے بہت نزدیک ہوگی اور وقت انتہائی سست ہو جائے گا|زیادہ تر سفر میں شرائع رفتار روشنی کی رفتار سے بہت نزدیک ہوگی اور وقت انتہائی سست ہو جائے گا
LJ2590|ایک قریبی مشن کا حدہ|ایک قریبی مشن کا حدہ
LJ2591|برنارڈ ستارہ|برنارڈ ستارہ
LJ2592|تقریباً 6 نوری|تقریباً 6 نوری
LJ2593|سال دور ہے|سال دور ہے
LJ2594|یہ ایسا سورج ہے جس کے سیارے ہونا ممکن ہے|یہ ایسا سورج ہے جس کے سیارے ہونا ممکن ہے
LJ2595|جہاز کے اندر کی گھڑیوں سے ماں پے گئے تقریباً آٹھ سال کے وقت میں اس تک پہنچا جا سکتا ہے|جہاز کے اندر کی گھڑیوں سے ماں پے گئے تقریباً آٹھ سال کے وقت میں اس تک پہنچا جا سکتا ہے
LJ2596|کہکشا کے وست تک اکیس سال میں|کہکشا کے وست تک اکیس سال میں
LJ2597|اور|اور
LJ2598|مراعت المسلسلہ کہکشاں ایم اکتیس تک اٹھائیس سال میں|مراعت المسلسلہ کہکشاں ایم اکتیس تک اٹھائیس سال میں
LJ2599|یقینا پیچھے زمین پر رہ جانے والے لوگ چیزوں کو مختلف طور پر دیکھیں گے|یقینا پیچھے زمین پر رہ جانے والے لوگ چیزوں کو مختلف طور پر دیکھیں گے
LJ2600|کہکشان کے وسط تک پہنچنے میں تیس سال کی بجائے|کہکشان کے وسط تک پہنچنے میں تیس سال کی بجائے
LJ2601|шанс اور|шанс اور
LJ2602|ہزار سال کا زمانہ نہ پیں گے|ہزار سال کا زمانہ نہ پیں گے
LJ2603|جب ہم گھر پہنچیں گے تو چند ایک دوستی خوش آمدید کہنے کے لیے باقی بچے ہوں گے|جب ہم گھر پہنچیں گے تو چند ایک دوستی خوش آمدید کہنے کے لیے باقی بچے ہوں گے
LJ2604|اب پتہ نہیں یہ تیس ہزار سال کے بعد بچ جانے والے دوست جو ہیں یہ|اب پتہ نہیں یہ تیس ہزار سال کے بعد بچ جانے والے دوست جو ہیں یہ
LJ2605|مترجم صاحب کے دو|مترجم صاحب کے دو
LJ2606|اس دیئے انسان ہیں یا جن ہیں|اس دیئے انسان ہیں یا جن ہیں
LJ2607|خیر آگے چلتے ہیں|خیر آگے چلتے ہیں
LJ2608|سچی بات یہ ہے کہ روشنی کی رفتار سے نزدیک تر ہوتے ہوئے نقاط اشاریہ والا ایسا کوئی سفر|سچی بات یہ ہے کہ روشنی کی رفتار سے نزدیک تر ہوتے ہوئے نقاط اشاریہ والا ایسا کوئی سفر
LJ2609|ہمیں جہاز کی گھڑی کے مطابق|ہمیں جہاز کی گھڑی کے مطابق
LJ2610|چھپن سال کے وقت میں معلوم کائنات کا چکر لگانے کے قابل بناتا ہے|چھپن سال کے وقت میں معلوم کائنات کا چکر لگانے کے قابل بناتا ہے
LJ2611|ہم اپنے مستقبل میں ایک خرب سال بعد پہنچیں گے|ہم اپنے مستقبل میں ایک خرب سال بعد پہنچیں گے
LJ2612|قررہ عرض کو خاکستر کوئلہ اور سورج کو مردہ پانے|قررہ عرض کو خاکستر کوئلہ اور سورج کو مردہ پانے
LJ2613|کے لئے|کے لئے
LJ2614|اضافیاتی خلائی پروازیں کائنات کو ترقی آفتہ تحذیبوں کے لیے قابل رسائی بناتی ہیں|اضافیاتی خلائی پروازیں کائنات کو ترقی آفتہ تحذیبوں کے لیے قابل رسائی بناتی ہیں
LJ2615|لیکن صرف ان کے لیے جو سفر پر نکلیں گے|لیکن صرف ان کے لیے جو سفر پر نکلیں گے
LJ2616|کوئی ایسی راہ دکھائی نہیں دیتی جس کے ذریعے پیچھے رہ جانے والوں تک|کوئی ایسی راہ دکھائی نہیں دیتی جس کے ذریعے پیچھے رہ جانے والوں تک
LJ2617|اطلاعات|اطلاعات
LJ2618|روشنی کی رفتار سے زیادہ تیزی کے ساتھ پہنچے|روشنی کی رفتار سے زیادہ تیزی کے ساتھ پہنچے
LJ2619|اورائن، ڈیڈلس کے لیے منصوبے اور بوسار دو شاخہ جیٹ انجن|اورائن، ڈیڈلس کے لیے منصوبے اور بوسار دو شاخہ جیٹ انجن
LJ2620|غالباً ایک نہ ایک دن بنائے جانے والے حقیقی بین النجوم خلائی جہاز|غالباً ایک نہ ایک دن بنائے جانے والے حقیقی بین النجوم خلائی جہاز
